tag,dag,run_id,task_id,duration_s,start_date,end_date
V1_rep6,dag_silver_transform,perf_V1_rep6_dag_silver_transform_1784661553,silver_seg_area,10.603828,2026-07-21T19:21:21.051556+00:00,2026-07-21T19:21:31.655384+00:00
V1_rep6,dag_gold_refresh,perf_V1_rep6_dag_gold_refresh_1784661754,gold_coc,13.114397,2026-07-21T19:23:34.181174+00:00,2026-07-21T19:23:47.295571+00:00
V1_rep6,dag_gold_refresh,perf_V1_rep6_dag_gold_refresh_1784661754,gold_pitcic,12.591088,2026-07-21T19:23:48.352250+00:00,2026-07-21T19:24:00.943338+00:00
V1_rep6,dag_gold_refresh,perf_V1_rep6_dag_gold_refresh_1784661754,gold_ppcot,15.078456,2026-07-21T19:24:01.458302+00:00,2026-07-21T19:24:16.536758+00:00
V1_rep6,dag_gold_refresh,perf_V1_rep6_dag_gold_refresh_1784661754,gold_avaliacao,12.101641,2026-07-21T19:24:17.735402+00:00,2026-07-21T19:24:29.837043+00:00
V1_rep7,dag_ingestao_bronze,perf_V1_rep7_dag_ingestao_bronze_1784661969,ingerir_json_para_iceberg_bronze,4.957755,2026-07-21T19:26:27.673355+00:00,2026-07-21T19:26:32.631110+00:00
V1_rep7,dag_ingestao_bronze,perf_V1_rep7_dag_ingestao_bronze_1784661969,verificar_bucket_landing,0.340456,2026-07-21T19:26:27.085654+00:00,2026-07-21T19:26:27.426110+00:00
V1_rep7,dag_silver_transform,perf_V1_rep7_dag_silver_transform_1784661997,silver_paf,10.093656,2026-07-21T19:29:02.455048+00:00,2026-07-21T19:29:12.548704+00:00
V1_rep7,dag_silver_transform,perf_V1_rep7_dag_silver_transform_1784661997,silver_relt_intel,9.963183,2026-07-21T19:29:13.090579+00:00,2026-07-21T19:29:23.053762+00:00
V1_rep7,dag_silver_transform,perf_V1_rep7_dag_silver_transform_1784661997,silver_pessoal,9.949295,2026-07-21T19:28:18.034990+00:00,2026-07-21T19:28:27.984285+00:00
V1_rep7,dag_silver_transform,perf_V1_rep7_dag_silver_transform_1784661997,silver_sensor,9.967742,2026-07-21T19:29:23.367811+00:00,2026-07-21T19:29:33.335553+00:00
V1_rep7,dag_silver_transform,perf_V1_rep7_dag_silver_transform_1784661997,silver_gps,10.503379,2026-07-21T19:29:34.425084+00:00,2026-07-21T19:29:44.928463+00:00
V1_rep7,dag_silver_transform,perf_V1_rep7_dag_silver_transform_1784661997,silver_material,10.555619,2026-07-21T19:28:29.020323+00:00,2026-07-21T19:28:39.575942+00:00
V1_rep7,dag_silver_transform,perf_V1_rep7_dag_silver_transform_1784661997,silver_seg_area,10.000028,2026-07-21T19:28:40.134489+00:00,2026-07-21T19:28:50.134517+00:00
V1_rep7,dag_silver_transform,perf_V1_rep7_dag_silver_transform_1784661997,silver_obstaculo,10.111824,2026-07-21T19:28:51.269945+00:00,2026-07-21T19:29:01.381769+00:00
V1_rep7,dag_gold_refresh,perf_V1_rep7_dag_gold_refresh_1784662191,gold_ppcot,15.124207,2026-07-21T19:31:21.528853+00:00,2026-07-21T19:31:36.653060+00:00
V1_rep7,dag_gold_refresh,perf_V1_rep7_dag_gold_refresh_1784662191,gold_coc,13.02104,2026-07-21T19:30:53.367763+00:00,2026-07-21T19:31:06.388803+00:00
V1_rep7,dag_gold_refresh,perf_V1_rep7_dag_gold_refresh_1784662191,gold_pitcic,13.113236,2026-07-21T19:31:07.456350+00:00,2026-07-21T19:31:20.569586+00:00
V1_rep7,dag_gold_refresh,perf_V1_rep7_dag_gold_refresh_1784662191,gold_avaliacao,12.066901,2026-07-21T19:31:37.712340+00:00,2026-07-21T19:31:49.779241+00:00
V1_rep8,dag_ingestao_bronze,perf_V1_rep8_dag_ingestao_bronze_1784662412,ingerir_json_para_iceberg_bronze,4.958271,2026-07-21T19:33:50.846619+00:00,2026-07-21T19:33:55.804890+00:00
V1_rep8,dag_ingestao_bronze,perf_V1_rep8_dag_ingestao_bronze_1784662412,verificar_bucket_landing,0.340959,2026-07-21T19:33:49.774770+00:00,2026-07-21T19:33:50.115729+00:00
V1_rep8,dag_silver_transform,perf_V1_rep8_dag_silver_transform_1784662440,silver_obstaculo,10.642578,2026-07-21T19:36:19.239139+00:00,2026-07-21T19:36:29.881717+00:00
V1_rep8,dag_silver_transform,perf_V1_rep8_dag_silver_transform_1784662440,silver_paf,10.634018,2026-07-21T19:36:30.425680+00:00,2026-07-21T19:36:41.059698+00:00
V1_rep8,dag_silver_transform,perf_V1_rep8_dag_silver_transform_1784662440,silver_pessoal,10.780072,2026-07-21T19:35:46.033132+00:00,2026-07-21T19:35:56.813204+00:00
V1_rep8,dag_silver_transform,perf_V1_rep8_dag_silver_transform_1784662440,silver_relt_intel,10.675272,2026-07-21T19:36:41.501722+00:00,2026-07-21T19:36:52.176994+00:00
V1_rep8,dag_silver_transform,perf_V1_rep8_dag_silver_transform_1784662440,silver_sensor,10.653127,2026-07-21T19:36:52.957430+00:00,2026-07-21T19:37:03.610557+00:00
V1_rep8,dag_silver_transform,perf_V1_rep8_dag_silver_transform_1784662440,silver_gps,11.282278,2026-07-21T19:37:04.700003+00:00,2026-07-21T19:37:15.982281+00:00
V1_rep8,dag_silver_transform,perf_V1_rep8_dag_silver_transform_1784662440,silver_material,10.592581,2026-07-21T19:35:57.061559+00:00,2026-07-21T19:36:07.654140+00:00
V1_rep8,dag_silver_transform,perf_V1_rep8_dag_silver_transform_1784662440,silver_seg_area,10.728348,2026-07-21T19:36:08.101508+00:00,2026-07-21T19:36:18.829856+00:00
V1_rep8,dag_gold_refresh,perf_V1_rep8_dag_gold_refresh_1784662643,gold_coc,13.64497,2026-07-21T19:38:27.806191+00:00,2026-07-21T19:38:41.451161+00:00
V1_rep8,dag_gold_refresh,perf_V1_rep8_dag_gold_refresh_1784662643,gold_pitcic,12.544654,2026-07-21T19:38:42.610957+00:00,2026-07-21T19:38:55.155611+00:00
V1_rep8,dag_gold_refresh,perf_V1_rep8_dag_gold_refresh_1784662643,gold_ppcot,15.025874,2026-07-21T19:38:55.723593+00:00,2026-07-21T19:39:10.749467+00:00
V1_rep8,dag_gold_refresh,perf_V1_rep8_dag_gold_refresh_1784662643,gold_avaliacao,12.528053,2026-07-21T19:39:11.898980+00:00,2026-07-21T19:39:24.427033+00:00
